"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Ano x Condição de atividade x Sexo"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Economicamente ativa";"Não economicamente ativa"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Total";"Total"
"3501400";"Álvaro de Carvalho (SP)";"Total";"20 a 24 anos";"547";"207";"340"
"3501400";"Álvaro de Carvalho (SP)";"Total";"25 a 29 anos";"720";"190";"530"
"3501400";"Álvaro de Carvalho (SP)";"Total";"30 a 34 anos";"571";"232";"339"
"3501400";"Álvaro de Carvalho (SP)";"Total";"35 a 39 anos";"386";"183";"203"
"3501400";"Álvaro de Carvalho (SP)";"Total";"40 a 44 anos";"266";"163";"103"
"3501400";"Álvaro de Carvalho (SP)";"Total";"45 a 49 anos";"223";"152";"71"
"3501400";"Álvaro de Carvalho (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3501400";"Álvaro de Carvalho (SP)";"Total";"50 a 54 anos";"202";"124";"78"
"3501400";"Álvaro de Carvalho (SP)";"Total";"55 a 59 anos";"185";"103";"82"
"3501400";"Álvaro de Carvalho (SP)";"Total";"60 a 69 anos";"252";"57";"195"
"3501400";"Álvaro de Carvalho (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3501400";"Álvaro de Carvalho (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3501509";"Alvinlândia (SP)";"Total";"15 a 19 anos";"253";"76";"177"
"3501509";"Alvinlândia (SP)";"Total";"15 a 17 anos";"162";"21";"141"
"3501509";"Alvinlândia (SP)";"Total";"15 anos";"...";"...";"..."
"3501509";"Alvinlândia (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3501509";"Alvinlândia (SP)";"Total";"18 e 19 anos";"91";"55";"37"
"3501509";"Alvinlândia (SP)";"Total";"20 a 24 anos";"247";"179";"68"
"3501509";"Alvinlândia (SP)";"Total";"25 a 29 anos";"230";"169";"61"
"3501509";"Alvinlândia (SP)";"Total";"30 a 34 anos";"265";"209";"56"
"3501509";"Alvinlândia (SP)";"Total";"35 a 39 anos";"198";"181";"17"
"3501509";"Alvinlândia (SP)";"Total";"40 a 44 anos";"196";"165";"31"
"3501509";"Alvinlândia (SP)";"Total";"45 a 49 anos";"180";"135";"45"
"3501509";"Alvinlândia (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3501509";"Alvinlândia (SP)";"Total";"50 a 54 anos";"157";"101";"57"
"3501509";"Alvinlândia (SP)";"Total";"55 a 59 anos";"148";"97";"51"
"3501509";"Alvinlândia (SP)";"Total";"60 a 69 anos";"227";"75";"152"
"3501509";"Alvinlândia (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3501509";"Alvinlândia (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3501608";"Americana (SP)";"Total";"15 a 19 anos";"16023";"8705";"7318"
"3501608";"Americana (SP)";"Total";"15 a 17 anos";"9586";"3834";"5752"
"3501608";"Americana (SP)";"Total";"15 anos";"...";"...";"..."
"3501608";"Americana (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3501608";"Americana (SP)";"Total";"18 e 19 anos";"6437";"4871";"1566"
"3501608";"Americana (SP)";"Total";"20 a 24 anos";"18006";"14943";"3063"
"3501608";"Americana (SP)";"Total";"25 a 29 anos";"19026";"16916";"2110"
"3501608";"Americana (SP)";"Total";"30 a 34 anos";"17716";"15399";"2317"
"3501608";"Americana (SP)";"Total";"35 a 39 anos";"16361";"13975";"2386"
"3501608";"Americana (SP)";"Total";"40 a 44 anos";"16419";"13554";"2865"
"3501608";"Americana (SP)";"Total";"45 a 49 anos";"15965";"12849";"3116"
"3501608";"Americana (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3501608";"Americana (SP)";"Total";"50 a 54 anos";"14138";"9806";"4332"
"3501608";"Americana (SP)";"Total";"55 a 59 anos";"11283";"6291";"4992"
"3501608";"Americana (SP)";"Total";"60 a 69 anos";"14525";"4952";"9573"
"3501608";"Americana (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3501608";"Americana (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3501707";"Américo Brasiliense (SP)";"Total";"15 a 19 anos";"3079";"1680";"1399"
"3501707";"Américo Brasiliense (SP)";"Total";"15 a 17 anos";"1870";"719";"1151"
"3501707";"Américo Brasiliense (SP)";"Total";"15 anos";"...";"...";"..."
"3501707";"Américo Brasiliense (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3501707";"Américo Brasiliense (SP)";"Total";"18 e 19 anos";"1209";"961";"248"
"3501707";"Américo Brasiliense (SP)";"Total";"20 a 24 anos";"3415";"2904";"511"
"3501707";"Américo Brasiliense (SP)";"Total";"25 a 29 anos";"3369";"2822";"547"
"3501707";"Américo Brasiliense (SP)";"Total";"30 a 34 anos";"3195";"2737";"458"
"3501707";"Américo Brasiliense (SP)";"Total";"35 a 39 anos";"2763";"2358";"405"
"3501707";"Américo Brasiliense (SP)";"Total";"40 a 44 anos";"2622";"2048";"574"
"3501707";"Américo Brasiliense (SP)";"Total";"45 a 49 anos";"2069";"1496";"573"
"3501707";"Américo Brasiliense (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3501707";"Américo Brasiliense (SP)";"Total";"50 a 54 anos";"1662";"1064";"598"
"3501707";"Américo Brasiliense (SP)";"Total";"55 a 59 anos";"1366";"786";"580"
"3501707";"Américo Brasiliense (SP)";"Total";"60 a 69 anos";"1677";"467";"1210"
"3501707";"Américo Brasiliense (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3501707";"Américo Brasiliense (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3501806";"Américo de Campos (SP)";"Total";"15 a 19 anos";"408";"168";"240"
"3501806";"Américo de Campos (SP)";"Total";"15 a 17 anos";"281";"83";"197"
"3501806";"Américo de Campos (SP)";"Total";"15 anos";"...";"...";"..."
"3501806";"Américo de Campos (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3501806";"Américo de Campos (SP)";"Total";"18 e 19 anos";"127";"85";"43"
"3501806";"Américo de Campos (SP)";"Total";"20 a 24 anos";"446";"356";"90"
"3501806";"Américo de Campos (SP)";"Total";"25 a 29 anos";"402";"346";"56"
"3501806";"Américo de Campos (SP)";"Total";"30 a 34 anos";"419";"341";"78"
"3501806";"Américo de Campos (SP)";"Total";"35 a 39 anos";"357";"293";"64"
"3501806";"Américo de Campos (SP)";"Total";"40 a 44 anos";"414";"340";"74"
"3501806";"Américo de Campos (SP)";"Total";"45 a 49 anos";"433";"324";"109"
"3501806";"Américo de Campos (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3501806";"Américo de Campos (SP)";"Total";"50 a 54 anos";"360";"269";"91"
"3501806";"Américo de Campos (SP)";"Total";"55 a 59 anos";"369";"197";"172"
"3501806";"Américo de Campos (SP)";"Total";"60 a 69 anos";"562";"199";"363"
"3501806";"Américo de Campos (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3501806";"Américo de Campos (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3501905";"Amparo (SP)";"Total";"15 a 19 anos";"5140";"2580";"2560"
"3501905";"Amparo (SP)";"Total";"15 a 17 anos";"2843";"977";"1865"
"3501905";"Amparo (SP)";"Total";"15 anos";"...";"...";"..."
"3501905";"Amparo (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3501905";"Amparo (SP)";"Total";"18 e 19 anos";"2297";"1603";"695"
"3501905";"Amparo (SP)";"Total";"20 a 24 anos";"5673";"4569";"1104"
"3501905";"Amparo (SP)";"Total";"25 a 29 anos";"5952";"5472";"480"
"3501905";"Amparo (SP)";"Total";"30 a 34 anos";"5251";"4682";"569"
"3501905";"Amparo (SP)";"Total";"35 a 39 anos";"5084";"4548";"536"
"3501905";"Amparo (SP)";"Total";"40 a 44 anos";"4724";"4149";"575"
"3501905";"Amparo (SP)";"Total";"45 a 49 anos";"4606";"3876";"730"
"3501905";"Amparo (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3501905";"Amparo (SP)";"Total";"50 a 54 anos";"4251";"2994";"1257"
"3501905";"Amparo (SP)";"Total";"55 a 59 anos";"3427";"2041";"1386"
"3501905";"Amparo (SP)";"Total";"60 a 69 anos";"4842";"1884";"2958"
"3501905";"Amparo (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3501905";"Amparo (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502002";"Analândia (SP)";"Total";"15 a 19 anos";"362";"166";"196"
"3502002";"Analândia (SP)";"Total";"15 a 17 anos";"219";"65";"154"
"3502002";"Analândia (SP)";"Total";"15 anos";"...";"...";"..."
"3502002";"Analândia (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502002";"Analândia (SP)";"Total";"18 e 19 anos";"143";"101";"42"
"3502002";"Analândia (SP)";"Total";"20 a 24 anos";"359";"291";"68"
"3502002";"Analândia (SP)";"Total";"25 a 29 anos";"376";"316";"60"
"3502002";"Analândia (SP)";"Total";"30 a 34 anos";"302";"264";"38"
"3502002";"Analândia (SP)";"Total";"35 a 39 anos";"317";"293";"24"
"3502002";"Analândia (SP)";"Total";"40 a 44 anos";"274";"247";"27"
"3502002";"Analândia (SP)";"Total";"45 a 49 anos";"284";"240";"44"
"3502002";"Analândia (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502002";"Analândia (SP)";"Total";"50 a 54 anos";"282";"211";"71"
"3502002";"Analândia (SP)";"Total";"55 a 59 anos";"174";"104";"70"
"3502002";"Analândia (SP)";"Total";"60 a 69 anos";"323";"148";"175"
"3502002";"Analândia (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502002";"Analândia (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502101";"Andradina (SP)";"Total";"15 a 19 anos";"4204";"1989";"2215"
"3502101";"Andradina (SP)";"Total";"15 a 17 anos";"2572";"943";"1629"
"3502101";"Andradina (SP)";"Total";"15 anos";"...";"...";"..."
"3502101";"Andradina (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502101";"Andradina (SP)";"Total";"18 e 19 anos";"1632";"1045";"587"
"3502101";"Andradina (SP)";"Total";"20 a 24 anos";"4475";"3451";"1024"
"3502101";"Andradina (SP)";"Total";"25 a 29 anos";"4425";"3409";"1016"
"3502101";"Andradina (SP)";"Total";"30 a 34 anos";"4486";"3610";"876"
"3502101";"Andradina (SP)";"Total";"35 a 39 anos";"4227";"3540";"687"
"3502101";"Andradina (SP)";"Total";"40 a 44 anos";"4065";"3201";"864"
"3502101";"Andradina (SP)";"Total";"45 a 49 anos";"4038";"3023";"1015"
"3502101";"Andradina (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502101";"Andradina (SP)";"Total";"50 a 54 anos";"3530";"2462";"1068"
"3502101";"Andradina (SP)";"Total";"55 a 59 anos";"2974";"1625";"1349"
"3502101";"Andradina (SP)";"Total";"60 a 69 anos";"4602";"1426";"3176"
"3502101";"Andradina (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502101";"Andradina (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502200";"Angatuba (SP)";"Total";"15 a 19 anos";"1953";"993";"960"
"3502200";"Angatuba (SP)";"Total";"15 a 17 anos";"1169";"413";"756"
"3502200";"Angatuba (SP)";"Total";"15 anos";"...";"...";"..."
"3502200";"Angatuba (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502200";"Angatuba (SP)";"Total";"18 e 19 anos";"784";"580";"204"
"3502200";"Angatuba (SP)";"Total";"20 a 24 anos";"1853";"1434";"419"
"3502200";"Angatuba (SP)";"Total";"25 a 29 anos";"1766";"1430";"336"
"3502200";"Angatuba (SP)";"Total";"30 a 34 anos";"1661";"1426";"235"
"3502200";"Angatuba (SP)";"Total";"35 a 39 anos";"1616";"1372";"244"
"3502200";"Angatuba (SP)";"Total";"40 a 44 anos";"1612";"1213";"399"
"3502200";"Angatuba (SP)";"Total";"45 a 49 anos";"1537";"1095";"442"
"3502200";"Angatuba (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502200";"Angatuba (SP)";"Total";"50 a 54 anos";"1396";"861";"535"
"3502200";"Angatuba (SP)";"Total";"55 a 59 anos";"1010";"488";"522"
"3502200";"Angatuba (SP)";"Total";"60 a 69 anos";"1507";"524";"983"
"3502200";"Angatuba (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502200";"Angatuba (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502309";"Anhembi (SP)";"Total";"15 a 19 anos";"489";"206";"283"
"3502309";"Anhembi (SP)";"Total";"15 a 17 anos";"336";"122";"214"
"3502309";"Anhembi (SP)";"Total";"15 anos";"...";"...";"..."
"3502309";"Anhembi (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502309";"Anhembi (SP)";"Total";"18 e 19 anos";"153";"84";"69"
"3502309";"Anhembi (SP)";"Total";"20 a 24 anos";"416";"317";"99"
"3502309";"Anhembi (SP)";"Total";"25 a 29 anos";"433";"316";"117"
"3502309";"Anhembi (SP)";"Total";"30 a 34 anos";"457";"367";"90"
"3502309";"Anhembi (SP)";"Total";"35 a 39 anos";"416";"318";"98"
"3502309";"Anhembi (SP)";"Total";"40 a 44 anos";"390";"294";"96"
"3502309";"Anhembi (SP)";"Total";"45 a 49 anos";"350";"250";"100"
"3502309";"Anhembi (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502309";"Anhembi (SP)";"Total";"50 a 54 anos";"307";"188";"119"
"3502309";"Anhembi (SP)";"Total";"55 a 59 anos";"272";"149";"123"
"3502309";"Anhembi (SP)";"Total";"60 a 69 anos";"373";"125";"248"
"3502309";"Anhembi (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502309";"Anhembi (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502408";"Anhumas (SP)";"Total";"15 a 19 anos";"318";"112";"206"
"3502408";"Anhumas (SP)";"Total";"15 a 17 anos";"208";"51";"157"
"3502408";"Anhumas (SP)";"Total";"15 anos";"...";"...";"..."
"3502408";"Anhumas (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502408";"Anhumas (SP)";"Total";"18 e 19 anos";"110";"61";"49"
"3502408";"Anhumas (SP)";"Total";"20 a 24 anos";"317";"262";"55"
"3502408";"Anhumas (SP)";"Total";"25 a 29 anos";"285";"218";"67"
"3502408";"Anhumas (SP)";"Total";"30 a 34 anos";"280";"219";"61"
"3502408";"Anhumas (SP)";"Total";"35 a 39 anos";"253";"217";"36"
"3502408";"Anhumas (SP)";"Total";"40 a 44 anos";"286";"209";"77"
"3502408";"Anhumas (SP)";"Total";"45 a 49 anos";"258";"195";"63"
"3502408";"Anhumas (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502408";"Anhumas (SP)";"Total";"50 a 54 anos";"208";"126";"82"
"3502408";"Anhumas (SP)";"Total";"55 a 59 anos";"187";"133";"54"
"3502408";"Anhumas (SP)";"Total";"60 a 69 anos";"269";"86";"183"
"3502408";"Anhumas (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502408";"Anhumas (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502507";"Aparecida (SP)";"Total";"15 a 19 anos";"3040";"1749";"1291"
"3502507";"Aparecida (SP)";"Total";"15 a 17 anos";"1716";"810";"906"
"3502507";"Aparecida (SP)";"Total";"15 anos";"...";"...";"..."
"3502507";"Aparecida (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502507";"Aparecida (SP)";"Total";"18 e 19 anos";"1324";"939";"385"
"3502507";"Aparecida (SP)";"Total";"20 a 24 anos";"3134";"2311";"823"
"3502507";"Aparecida (SP)";"Total";"25 a 29 anos";"3066";"2627";"439"
"3502507";"Aparecida (SP)";"Total";"30 a 34 anos";"2680";"2365";"315"
"3502507";"Aparecida (SP)";"Total";"35 a 39 anos";"2608";"2164";"444"
"3502507";"Aparecida (SP)";"Total";"40 a 44 anos";"2562";"2027";"535"
"3502507";"Aparecida (SP)";"Total";"45 a 49 anos";"2413";"1902";"511"
"3502507";"Aparecida (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502507";"Aparecida (SP)";"Total";"50 a 54 anos";"2241";"1635";"605"
"3502507";"Aparecida (SP)";"Total";"55 a 59 anos";"1747";"1046";"701"
"3502507";"Aparecida (SP)";"Total";"60 a 69 anos";"2401";"976";"1425"
"3502507";"Aparecida (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502507";"Aparecida (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502606";"Aparecida d'Oeste (SP)";"Total";"15 a 19 anos";"338";"122";"216"
"3502606";"Aparecida d'Oeste (SP)";"Total";"15 a 17 anos";"201";"39";"162"
"3502606";"Aparecida d'Oeste (SP)";"Total";"15 anos";"...";"...";"..."
"3502606";"Aparecida d'Oeste (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502606";"Aparecida d'Oeste (SP)";"Total";"18 e 19 anos";"137";"83";"54"
"3502606";"Aparecida d'Oeste (SP)";"Total";"20 a 24 anos";"309";"218";"91"
"3502606";"Aparecida d'Oeste (SP)";"Total";"25 a 29 anos";"249";"194";"55"
"3502606";"Aparecida d'Oeste (SP)";"Total";"30 a 34 anos";"305";"249";"56"
"3502606";"Aparecida d'Oeste (SP)";"Total";"35 a 39 anos";"314";"228";"86"
"3502606";"Aparecida d'Oeste (SP)";"Total";"40 a 44 anos";"352";"265";"87"
"3502606";"Aparecida d'Oeste (SP)";"Total";"45 a 49 anos";"315";"218";"97"
"3502606";"Aparecida d'Oeste (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502606";"Aparecida d'Oeste (SP)";"Total";"50 a 54 anos";"291";"167";"124"
"3502606";"Aparecida d'Oeste (SP)";"Total";"55 a 59 anos";"313";"157";"156"
"3502606";"Aparecida d'Oeste (SP)";"Total";"60 a 69 anos";"420";"83";"337"
"3502606";"Aparecida d'Oeste (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502606";"Aparecida d'Oeste (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502705";"Apiaí (SP)";"Total";"15 a 19 anos";"2489";"952";"1537"
"3502705";"Apiaí (SP)";"Total";"15 a 17 anos";"1600";"456";"1144"
"3502705";"Apiaí (SP)";"Total";"15 anos";"...";"...";"..."
"3502705";"Apiaí (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502705";"Apiaí (SP)";"Total";"18 e 19 anos";"889";"496";"393"
"3502705";"Apiaí (SP)";"Total";"20 a 24 anos";"1903";"1297";"606"
"3502705";"Apiaí (SP)";"Total";"25 a 29 anos";"1949";"1470";"479"
"3502705";"Apiaí (SP)";"Total";"30 a 34 anos";"1848";"1389";"459"
"3502705";"Apiaí (SP)";"Total";"35 a 39 anos";"1863";"1299";"564"
"3502705";"Apiaí (SP)";"Total";"40 a 44 anos";"1620";"1186";"434"
"3502705";"Apiaí (SP)";"Total";"45 a 49 anos";"1540";"1039";"501"
"3502705";"Apiaí (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502705";"Apiaí (SP)";"Total";"50 a 54 anos";"1291";"819";"472"
"3502705";"Apiaí (SP)";"Total";"55 a 59 anos";"1148";"692";"456"
"3502705";"Apiaí (SP)";"Total";"60 a 69 anos";"1544";"596";"948"
"3502705";"Apiaí (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502705";"Apiaí (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502754";"Araçariguama (SP)";"Total";"15 a 19 anos";"1577";"764";"813"
"3502754";"Araçariguama (SP)";"Total";"15 a 17 anos";"873";"241";"633"
"3502754";"Araçariguama (SP)";"Total";"15 anos";"...";"...";"..."
"3502754";"Araçariguama (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502754";"Araçariguama (SP)";"Total";"18 e 19 anos";"704";"524";"180"
"3502754";"Araçariguama (SP)";"Total";"20 a 24 anos";"1651";"1257";"394"
"3502754";"Araçariguama (SP)";"Total";"25 a 29 anos";"1532";"1296";"236"
"3502754";"Araçariguama (SP)";"Total";"30 a 34 anos";"1448";"1243";"205"
"3502754";"Araçariguama (SP)";"Total";"35 a 39 anos";"1319";"1049";"270"
"3502754";"Araçariguama (SP)";"Total";"40 a 44 anos";"1115";"881";"234"
"3502754";"Araçariguama (SP)";"Total";"45 a 49 anos";"978";"758";"220"
"3502754";"Araçariguama (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502754";"Araçariguama (SP)";"Total";"50 a 54 anos";"834";"611";"223"
"3502754";"Araçariguama (SP)";"Total";"55 a 59 anos";"606";"384";"222"
"3502754";"Araçariguama (SP)";"Total";"60 a 69 anos";"814";"378";"436"
"3502754";"Araçariguama (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502754";"Araçariguama (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502804";"Araçatuba (SP)";"Total";"15 a 19 anos";"13415";"6364";"7051"
"3502804";"Araçatuba (SP)";"Total";"15 a 17 anos";"7968";"2999";"4969"
"3502804";"Araçatuba (SP)";"Total";"15 anos";"...";"...";"..."
"3502804";"Araçatuba (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502804";"Araçatuba (SP)";"Total";"18 e 19 anos";"5447";"3365";"2082"
"3502804";"Araçatuba (SP)";"Total";"20 a 24 anos";"14584";"11287";"3297"
"3502804";"Araçatuba (SP)";"Total";"25 a 29 anos";"15326";"12693";"2633"
"3502804";"Araçatuba (SP)";"Total";"30 a 34 anos";"14865";"12358";"2507"
"3502804";"Araçatuba (SP)";"Total";"35 a 39 anos";"14160";"11747";"2413"
"3502804";"Araçatuba (SP)";"Total";"40 a 44 anos";"14060";"11424";"2636"
"3502804";"Araçatuba (SP)";"Total";"45 a 49 anos";"13608";"10455";"3153"
"3502804";"Araçatuba (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502804";"Araçatuba (SP)";"Total";"50 a 54 anos";"12245";"8531";"3715"
"3502804";"Araçatuba (SP)";"Total";"55 a 59 anos";"9836";"5263";"4573"
"3502804";"Araçatuba (SP)";"Total";"60 a 69 anos";"13785";"4623";"9162"
"3502804";"Araçatuba (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502804";"Araçatuba (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3502903";"Araçoiaba da Serra (SP)";"Total";"15 a 19 anos";"2283";"1255";"1028"
"3502903";"Araçoiaba da Serra (SP)";"Total";"15 a 17 anos";"1255";"447";"808"
"3502903";"Araçoiaba da Serra (SP)";"Total";"15 anos";"...";"...";"..."
"3502903";"Araçoiaba da Serra (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3502903";"Araçoiaba da Serra (SP)";"Total";"18 e 19 anos";"1028";"808";"220"
"3502903";"Araçoiaba da Serra (SP)";"Total";"20 a 24 anos";"2142";"1682";"460"
"3502903";"Araçoiaba da Serra (SP)";"Total";"25 a 29 anos";"2125";"1760";"365"
"3502903";"Araçoiaba da Serra (SP)";"Total";"30 a 34 anos";"2106";"1643";"463"
"3502903";"Araçoiaba da Serra (SP)";"Total";"35 a 39 anos";"2077";"1722";"355"
"3502903";"Araçoiaba da Serra (SP)";"Total";"40 a 44 anos";"1976";"1625";"351"
"3502903";"Araçoiaba da Serra (SP)";"Total";"45 a 49 anos";"1834";"1314";"520"
"3502903";"Araçoiaba da Serra (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3502903";"Araçoiaba da Serra (SP)";"Total";"50 a 54 anos";"1749";"1096";"653"
"3502903";"Araçoiaba da Serra (SP)";"Total";"55 a 59 anos";"1351";"705";"645"
"3502903";"Araçoiaba da Serra (SP)";"Total";"60 a 69 anos";"2015";"570";"1445"
"3502903";"Araçoiaba da Serra (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3502903";"Araçoiaba da Serra (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3503000";"Aramina (SP)";"Total";"15 a 19 anos";"435";"181";"254"
"3503000";"Aramina (SP)";"Total";"15 a 17 anos";"230";"64";"166"
"3503000";"Aramina (SP)";"Total";"15 anos";"...";"...";"..."
"3503000";"Aramina (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3503000";"Aramina (SP)";"Total";"18 e 19 anos";"205";"117";"87"
"3503000";"Aramina (SP)";"Total";"20 a 24 anos";"450";"373";"77"
"3503000";"Aramina (SP)";"Total";"25 a 29 anos";"433";"339";"94"
"3503000";"Aramina (SP)";"Total";"30 a 34 anos";"364";"288";"76"
"3503000";"Aramina (SP)";"Total";"35 a 39 anos";"352";"279";"73"
"3503000";"Aramina (SP)";"Total";"40 a 44 anos";"379";"270";"109"
"3503000";"Aramina (SP)";"Total";"45 a 49 anos";"402";"260";"142"
"3503000";"Aramina (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3503000";"Aramina (SP)";"Total";"50 a 54 anos";"292";"172";"120"
"3503000";"Aramina (SP)";"Total";"55 a 59 anos";"292";"161";"131"
"3503000";"Aramina (SP)";"Total";"60 a 69 anos";"393";"116";"277"
"3503000";"Aramina (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3503000";"Aramina (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3503109";"Arandu (SP)";"Total";"15 a 19 anos";"596";"290";"306"
"3503109";"Arandu (SP)";"Total";"15 a 17 anos";"377";"132";"246"
"3503109";"Arandu (SP)";"Total";"15 anos";"...";"...";"..."
"3503109";"Arandu (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3503109";"Arandu (SP)";"Total";"18 e 19 anos";"219";"158";"60"
"3503109";"Arandu (SP)";"Total";"20 a 24 anos";"506";"403";"103"
"3503109";"Arandu (SP)";"Total";"25 a 29 anos";"464";"364";"100"
"3503109";"Arandu (SP)";"Total";"30 a 34 anos";"507";"410";"97"
"3503109";"Arandu (SP)";"Total";"35 a 39 anos";"431";"347";"84"
"3503109";"Arandu (SP)";"Total";"40 a 44 anos";"382";"279";"103"
"3503109";"Arandu (SP)";"Total";"45 a 49 anos";"395";"300";"95"
"3503109";"Arandu (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3503109";"Arandu (SP)";"Total";"50 a 54 anos";"357";"226";"130"
"3503109";"Arandu (SP)";"Total";"55 a 59 anos";"317";"166";"151"
"3503109";"Arandu (SP)";"Total";"60 a 69 anos";"422";"142";"280"
"3503109";"Arandu (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3503109";"Arandu (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3503158";"Arapeí (SP)";"Total";"15 a 19 anos";"221";"91";"130"
"3503158";"Arapeí (SP)";"Total";"15 a 17 anos";"142";"25";"117"
"3503158";"Arapeí (SP)";"Total";"15 anos";"...";"...";"..."
"3503158";"Arapeí (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3503158";"Arapeí (SP)";"Total";"18 e 19 anos";"79";"66";"13"
"3503158";"Arapeí (SP)";"Total";"20 a 24 anos";"196";"136";"60"
"3503158";"Arapeí (SP)";"Total";"25 a 29 anos";"175";"114";"61"
"3503158";"Arapeí (SP)";"Total";"30 a 34 anos";"159";"128";"31"
"3503158";"Arapeí (SP)";"Total";"35 a 39 anos";"168";"104";"64"
"3503158";"Arapeí (SP)";"Total";"40 a 44 anos";"190";"140";"50"
"3503158";"Arapeí (SP)";"Total";"45 a 49 anos";"199";"142";"57"
"3503158";"Arapeí (SP)";"Total";"50 a 59 anos";"...";"...";"..."
